McD_snack_0,McD_snack_1,McD_snack_2,McD_snack_3
2.4214306921149023,2.4086096757412863,2.4214306921149023,2.4086096757412863
2.3628108952802944,2.3706310589688178,2.3628108952802944,2.3706310589688178
2.3117855008978396,2.34016469606343,2.3117855008978396,2.34016469606343
2.477677655677655,2.4829331778889903,2.477677655677655,2.4829331778889903
2.770142124040858,1.6669575960837801,2.770142124040858,1.6669575960837801
2.768559845559845,1.60956837944664,2.768559845559845,1.60956837944664
2.7662592320629127,1.498954682494818,2.7662592320629127,1.498954682494818
2.769346009081858,1.5092403133664973,2.769346009081858,1.5092403133664973
2.423420615420615,1.4406404797601198,2.423420615420615,1.4406404797601198
2.3598670047900816,1.3400078369905957,2.3598670047900816,1.3400078369905957
2.3075427908588297,1.5092403133664973,2.3075427908588297,1.5092403133664973
2.4790014329805996,1.4406404797601198,2.4790014329805996,1.4406404797601198
2.7145997615262316,1.3400078369905957,2.7145997615262316,1.3400078369905957
2.691397889868478,1.5179883653145492,2.691397889868478,1.5179883653145492
2.6693983548766154,1.4474721227621483,2.6693983548766154,1.4474721227621483
2.739184630413546,1.344194809811589,2.739184630413546,1.344194809811589
2.425665284331951,1.5910817641152981,2.425665284331951,1.5910817641152981
2.3596516816516813,1.519389287001658,2.3596516816516813,1.519389287001658
2.307472329472329,1.2200802222100395,2.307472329472329,1.2200802222100395
2.479768245341615,1.8036287813310286,2.479768245341615,1.8036287813310286
2.395851597494849,1.7491302768269978,2.395851597494849,1.7491302768269978
1.745246139225469,1.6610698924731182,1.745246139225469,1.6610698924731182
2.5221605477584657,1.6417057044079517,2.5221605477584657,1.6417057044079517
2.398229776092452,1.585104302801024,2.398229776092452,1.585104302801024
2.3351158035863913,1.5062505376344084,2.3351158035863913,1.5062505376344084
2.2530355938553766,1.6459114986137457,2.2530355938553766,1.6459114986137457
2.770142124040858,1.585104302801024,2.770142124040858,1.585104302801024
2.770142124040858,1.5062505376344084,2.770142124040858,1.5062505376344084
2.769346009081858,1.6496002646280505,2.769346009081858,1.6496002646280505
2.7709483805916926,1.5911858131757017,2.7709483805916926,1.5911858131757017
2.3901609249646056,1.514062908768429,2.3901609249646056,1.514062908768429
2.304497970491592,1.7271252423761676,2.304497970491592,1.7271252423761676
2.186423350041771,1.6699508228090316,2.186423350041771,1.6699508228090316
2.397296518184945,1.3843230866540164,2.397296518184945,1.3843230866540164
2.3157546549835706,1.242593965799142,2.3157546549835706,1.242593965799142
2.202843195266272,1.1575281431449223,2.202843195266272,1.1575281431449223
2.404678166343916,1.0856573349523297,2.404678166343916,1.0856573349523297
2.3157546549835706,1.3246424065475828,2.3157546549835706,1.3246424065475828
2.2014590643274854,1.2714330825671032,2.2014590643274854,1.2714330825671032
2.4115706527105756,1.2023784655705159,2.4115706527105756,1.2023784655705159
2.326993433587371,1.4546580922286956,2.326993433587371,1.4546580922286956
2.2088752236135956,1.376024103332949,2.2088752236135956,1.376024103332949
2.513935168510419,1.296355813684697,2.513935168510419,1.296355813684697
2.4429981873627193,1.5454065329771363,2.4429981873627193,1.5454065329771363
2.3373123447590656,1.4805509321638355,2.3373123447590656,1.4805509321638355
1.4954622725340956,1.4211044019914987,1.4954622725340956,1.4211044019914987
1.4326853739029102,1.4111686371100163,1.4326853739029102,1.4111686371100163
1.1102452732675825,1.3319256089532587,1.1102452732675825,1.3319256089532587
1.562616118687942,1.258648797337781,1.562616118687942,1.258648797337781
1.5063717093066369,1.509875319616699,1.5063717093066369,1.509875319616699
1.1974603174603173,1.4587782680639823,1.1974603174603173,1.4587782680639823
2.106614533292794,1.3946836029854899,2.106614533292794,1.3946836029854899
1.4444141718886003,2.7581311666792194,1.4444141718886003,2.7581311666792194
1.3258097062815104,2.712203893951947,1.3258097062815104,2.712203893951947
2.17376837944664,2.6761181796662328,2.17376837944664,2.6761181796662328
1.5144774436090225,2.8387518663680478,1.5144774436090225,2.8387518663680478
1.4083058660357346,1.8351856610128714,1.4083058660357346,1.8351856610128714
1.383079361327655,1.7619642857142856,1.383079361327655,1.7619642857142856
1.3065342336572676,1.6143466927337893,1.3065342336572676,1.6143466927337893
1.2409551141284607,1.6347094705366807,1.2409551141284607,1.6347094705366807
1.9803441466297145,1.5514642857142857,1.9803441466297145,1.5514642857142857
1.9042560158890318,1.4211341323473161,1.9042560158890318,1.4211341323473161
1.8403890241066585,1.6347094705366807,1.8403890241066585,1.6347094705366807
1.3232600625047577,1.5514642857142857,1.3232600625047577,1.5514642857142857
1.2726344699747298,1.4211341323473161,1.2726344699747298,1.4211341323473161
1.200007461901872,1.6453229159148322,1.200007461901872,1.6453229159148322
1.4140299180661438,1.5595604395604394,1.4140299180661438,1.5595604395604394
1.2864422663917705,1.4259587685481125,1.2864422663917705,1.4259587685481125
1.1898518159559273,1.7365777777777776,1.1898518159559273,1.7365777777777776
1.4037389079222826,1.6502570485440415,1.4037389079222826,1.6502570485440415
1.3386923558897244,1.3163304554161865,1.3386923558897244,1.3163304554161865
1.2223334794402727,2.213059354226021,1.2223334794402727,2.213059354226021
1.7140299180661436,2.14919925455212,1.7140299180661436,2.14919925455212
1.6497760467823492,2.020739973262032,1.6497760467823492,2.020739973262032
1.3924497929606625,2.007500668780012,1.3924497929606625,2.007500668780012
1.9145488323819406,1.9455409023223396,1.9145488323819406,1.9455409023223396
1.8326595569734743,1.8330801492151114,1.8326595569734743,1.8330801492151114
1.7592972060069674,2.012583163749831,1.7592972060069674,2.012583163749831
1.8937917827717814,1.9455409023223396,1.8937917827717814,1.9455409023223396
1.8145805835077358,1.8330801492151114,1.8145805835077358,1.8330801492151114
1.7512214797913948,2.017055573794037,1.7512214797913948,2.017055573794037
1.2838941319393762,1.9527230259192283,1.2838941319393762,1.9527230259192283
1.0061630750902273,1.8421339126559715,1.0061630750902273,1.8421339126559715
0.939456721829935,2.1136940673705378,0.939456721829935,2.1136940673705378
1.8316288416570448,2.048564935064935,1.8316288416570448,2.048564935064935
1.7592972060069674,1.7256844493116392,1.7592972060069674,1.7256844493116392
2.7626940993788818,1.3444789145094822,2.7626940993788818,1.3444789145094822
2.692770442219441,1.2375716717739191,2.692770442219441,1.2375716717739191
2.6338958584236583,1.1499550375469336,2.6338958584236583,1.1499550375469336
2.832124384236453,1.5368141841216398,2.832124384236453,1.5368141841216398
3.2365950704225357,1.4791131737502035,3.2365950704225357,1.4791131737502035
3.234638888888889,1.3948075153518242,3.234638888888889,1.3948075153518242
3.2318044217687074,1.558827548978547,3.2318044217687074,1.558827548978547
3.23561013986014,1.4568461487361744,3.23561013986014,1.4568461487361744
2.764993113292597,1.3621427835051547,2.764993113292597,1.3621427835051547
2.6888063036459564,1.7585987160266021,2.6888063036459564,1.7585987160266021
2.627979337304542,1.6896979966444072,2.627979337304542,1.6896979966444072
2.833894196106705,1.6277739293427327,2.833894196106705,1.6277739293427327
3.18937012987013,1.499862554112554,3.18937012987013,1.499862554112554
3.169236842105263,1.4027780697563306,3.169236842105263,1.4027780697563306
3.149547619047619,1.3133224958120937,3.149547619047619,1.3133224958120937
3.2098921568627454,1.7219018915866742,3.2098921568627454,1.7219018915866742
2.7677512267429973,1.6663650262780696,2.7677512267429973,1.6663650262780696
2.6886924736337487,1.600155245375742,2.6886924736337487,1.600155245375742
2.6282135627530367,2.431992277992278,2.6282135627530367,2.431992277992278
2.834838929219601,2.390881970578173,2.834838929219601,2.390881970578173
2.694426406926407,2.3581805896805896,2.694426406926407,2.3581805896805896
2.132664252626822,2.511009925281588,2.132664252626822,2.511009925281588
2.888904257507199,1.7033099210870355,2.888904257507199,1.7033099210870355
2.7550446428571425,1.642311759504863,2.7550446428571425,1.642311759504863
2.6864453363137573,1.5260970064418342,2.6864453363137573,1.5260970064418342
2.5962387084733107,1.5291510683567542,2.5962387084733107,1.5291510683567542
3.2365950704225357,1.4572568144499178,3.2365950704225357,1.4572568144499178
3.2365950704225357,1.3537047650625236,3.2365950704225357,1.3537047650625236
3.23561013986014,1.5291510683567542,3.23561013986014,1.5291510683567542
3.237593971631205,1.4572568144499178,3.237593971631205,1.4572568144499178
2.585317018883025,1.3537047650625236,2.585317018883025,1.3537047650625236
2.4424905175184826,1.538633050338736,2.4424905175184826,1.538633050338736
2.2894371472929342,1.464591309223437,2.2894371472929342,1.464591309223437
2.5944824760673497,1.3581087116016461,2.5944824760673497,1.3581087116016461
2.456527750083084,1.6186101267548043,2.456527750083084,1.6186101267548043
2.3090992926851106,1.5432172638955248,2.3090992926851106,1.5432172638955248
2.604007362945178,1.2395570865648924,2.604007362945178,1.2395570865648924
2.456527750083084,1.8400578231292517,2.456527750083084,1.8400578231292517
2.3074125965012606,1.7809799407703213,2.3074125965012606,1.7809799407703213
2.6129939586645468,1.687509574078191,2.6129939586645468,1.687509574078191
2.4706670493920813,1.6613476190476189,2.4706670493920813,1.6613476190476189
2.3163327172689225,1.601552637773651,2.3163327172689225,1.601552637773651
2.7510700854700856,1.5197863519918724,2.7510700854700856,1.5197863519918724
2.6230696734389958,1.6658989703989704,2.6230696734389958,1.6658989703989704
2.478363420218387,1.601552637773651,2.478363420218387,1.601552637773651
1.6008025585731294,1.5197863519918724,1.6008025585731294,1.5197863519918724
1.5193399159663863,1.669870592526546,1.5193399159663863,1.669870592526546
1.1777956521739132,1.6080491089024533,1.1777956521739132,1.6080491089024533
1.7421790767917529,1.528097385113171,1.7421790767917529,1.528097385113171
1.6818585972850681,1.7546536050156738,1.6818585972850681,1.7546536050156738
1.3485089477891887,1.6933468406593406,1.3485089477891887,1.6933468406593406
2.214333996756597,1.4034099878062298,2.214333996756597,1.4034099878062298
1.5332538069311208,1.259319866880108,1.5332538069311208,1.259319866880108
1.3936578947368419,1.1714420449349794,1.3936578947368419,1.1714420449349794
2.355710514975221,1.0972696702976075,2.355710514975221,1.0972696702976075
1.6914560152491187,1.3413683076285485,1.6914560152491187,1.3413683076285485
1.5608721804511279,1.2853469843571603,1.5608721804511279,1.2853469843571603
1.437909533639511,1.2138704361081725,1.437909533639511,1.2138704361081725
1.3487154334038054,1.4722041004003028,1.3487154334038054,1.4722041004003028
1.2742131044833662,1.3905422685554825,1.2742131044833662,1.3905422685554825
2.032447602762126,1.308475,2.032447602762126,1.308475
1.9445641245173675,1.5629525411487435,1.9445641245173675,1.5629525411487435
1.872454788657036,1.494977573317999,1.872454788657036,1.494977573317999
1.36330430131824,1.4330807012697782,1.36330430131824,1.4330807012697782
1.3050158709341895,1.4272615384615384,1.3050158709341895,1.4272615384615384
1.2259193879406645,1.3453284016492844,1.2259193879406645,1.3453284016492844
1.7255910174880764,1.2697574784051469,1.7255910174880764,1.2697574784051469
1.5693020594965676,1.5259682209682208,1.5693020594965676,1.5259682209682208
1.4701287401810876,1.472181060760008,1.4701287401810876,1.472181060760008
1.7208280058434855,1.405675202655401,1.7208280058434855,1.405675202655401
1.6262910685805423,2.787026355996944,1.6262910685805423,2.787026355996944
1.506327838827839,2.7369073083778965,1.506327838827839,2.7369073083778965
2.0255910174880762,2.697925826896415,2.0255910174880762,2.697925826896415
1.9332141142738102,2.8741995335029684,1.9332141142738102,2.8741995335029684
1.6731345029239766,1.8833004668534081,1.6731345029239766,1.8833004668534081
1.9804145020512998,1.8045822784810128,1.9804145020512998,1.8045822784810128
1.8823932853717025,1.6487085966775503,1.8823932853717025,1.6487085966775503
1.798528923006153,1.6588868207979708,1.798528923006153,1.6588868207979708
1.9557076411960133,1.5713008931996275,1.9557076411960133,1.5713008931996275
1.861551016188113,1.4372347037495925,1.861551016188113,1.4372347037495925
1.7881593137254903,1.6588868207979708,1.7881593137254903,1.6588868207979708
1.344071880730488,1.5713008931996275,1.344071880730488,1.5713008931996275
1.0516609062980031,1.4372347037495925,1.0516609062980031,1.4372347037495925
0.9771966834649346,1.670487280040221,0.9771966834649346,1.670487280040221
1.8811722841507013,1.5800489451476794,1.8811722841507013,1.5800489451476794
1.798528923006153,1.442324997953474,1.798528923006153,1.442324997953474
2.4438708414872794,1.7714470588235294,2.4438708414872794,1.7714470588235294
2.380731789344951,1.6798809523809524,2.380731789344951,1.6798809523809524
2.326547928262214,1.3399796018814458,2.326547928262214,1.3399796018814458
2.5052627990657155,2.2612767495662234,2.5052627990657155,2.2612767495662234
2.838933454462866,2.190447541243027,2.838933454462866,2.190447541243027
2.837131652661064,2.0540820408330154,2.837131652661064,2.0540820408330154
2.834517273576097,2.0313187663729457,2.834517273576097,2.0313187663729457
2.8380265072471937,1.9651632603065725,2.8380265072471937,1.9651632603065725
2.4456640488089825,1.8489794767304513,2.4456640488089825,1.8489794767304513
2.3769881339653622,2.036863103510786,2.3769881339653622,2.036863103510786
2.3211102491617908,1.9651632603065725,2.3211102491617908,1.9651632603065725
2.5065344508813014,1.8489794767304513,2.5065344508813014,1.8489794767304513
2.782191176470588,2.0417154577448695,2.782191176470588,2.0417154577448695
2.7584819277108434,1.9728792709622156,2.7584819277108434,1.9728792709622156
2.7358837052062204,1.8586576376499917,2.7358837052062204,1.8586576376499917
2.807146304675716,2.14856334841629,2.807146304675716,2.14856334841629
2.4482107381128877,2.077568393876257,2.4482107381128877,2.077568393876257
2.3769348554671135,1.7488058175301238,2.3769348554671135,1.7488058175301238
2.3213283102270443,1.3644534412955465,2.3213283102270443,1.3644534412955465
2.5074058346387083,1.2539379011792804,2.5074058346387083,1.2539379011792804
2.43593365495425,1.1634360657133127,2.43593365495425,1.1634360657133127
1.7737213528921576,1.5567887109077039,1.7737213528921576,1.5567887109077039
2.554358058049333,1.495479403155565,2.554358058049333,1.495479403155565
2.422706889605157,1.408141368743616,2.422706889605157,1.408141368743616
2.3558912787454287,1.5798695730884433,2.3558912787454287,1.5798695730884433
2.269205936920222,1.473965335197463,2.269205936920222,1.473965335197463
2.838933454462866,1.3762335553997196,2.838933454462866,1.3762335553997196
2.838933454462866,1.779640740136498,2.838933454462866,1.779640740136498
2.8380265072471937,1.706703375686771,2.8380265072471937,1.706703375686771
2.8398527410964385,1.6416878311327892,2.8398527410964385,1.6416878311327892
2.4203383874467463,1.519010066238982,2.4203383874467463,1.519010066238982
2.329365967365967,1.4184879832810868,2.329365967365967,1.4184879832810868
2.2048254543363237,1.3261658427593912,2.2048254543363237,1.3261658427593912
2.428251921281333,1.741049403713102,2.428251921281333,1.741049403713102
2.3417029637029634,1.6820749398028259,2.3417029637029634,1.6820749398028259
2.2225881115739607,1.6128557052860164,2.2225881115739607,1.6128557052860164
2.4364532199826314,2.310671807747489,2.4364532199826314,2.310671807747489
2.3417029637029634,2.267253167564143,2.3417029637029634,2.267253167564143
2.22102555053642,2.232922149744753,2.22102555053642,2.232922149744753
2.4441094461094464,2.3898349797234064,2.4441094461094464,2.3898349797234064
2.3540323502330396,1.66374457179116,2.3540323502330396,1.66374457179116
2.2290067901234565,1.6052323886639677,2.2290067901234565,1.6052323886639677
2.5596895624486673,1.4972580001697648,2.5596895624486673,1.4972580001697648
2.4836271088402584,1.477131096613855,2.4836271088402584,1.477131096613855
2.3701261671854157,1.4080811691517723,2.3701261671854157,1.4080811691517723
1.5148779454463663,1.3149099758536555,1.5148779454463663,1.3149099758536555
1.4491643139469226,1.477131096613855,1.4491643139469226,1.477131096613855
1.1223182801917946,1.4080811691517723,1.1223182801917946,1.4080811691517723
1.5820317916002127,1.3149099758536555,1.5820317916002127,1.3149099758536555
1.5228506493506493,1.4871549061376648,1.5228506493506493,1.4871549061376648
1.2094060150375938,1.4157823886639676,1.2094060150375938,1.4157823886639676
2.1268947431878464,1.3197416879795396,2.1268947431878464,1.3197416879795396
1.4616747757073842,1.573427750410509,1.4616747757073842,1.573427750410509
1.3382676002952503,1.5014316939890713,1.3382676002952503,1.5014316939890713
2.194048589341693,1.2065015223480697,2.194048589341693,1.2065015223480697
1.5314629629629628,1.7459424606845513,1.5314629629629628,1.7459424606845513
1.4207637600494745,1.6854475568004978,1.4207637600494745,1.6854475568004978
1.3970456444140655,1.5964575315455267,1.3970456444140655,1.5964575315455267
1.3181923169666465,1.5545230494341868,1.3181923169666465,1.5545230494341868
1.2508105080497445,1.4944907885510295,1.2508105080497445,1.4944907885510295
1.9944620655279657,1.41919437365079,1.9944620655279657,1.41919437365079
1.9160137900466196,1.5593289855072463,1.9160137900466196,1.5593289855072463
1.850374773053034,1.4944907885510295,1.850374773053034,1.4944907885510295
1.3356739220621179,1.41919437365079,1.3356739220621179,1.41919437365079
1.2833472918131232,1.563682755995432,1.2833472918131232,1.563682755995432
1.2090247481718197,1.5014483430799221,1.2090247481718197,1.5014483430799221
1.4323182865521573,1.427864854199989,1.4323182865521573,1.427864854199989
1.3021389517345399,1.6550380952380952,1.3021389517345399,1.6550380952380952
1.203075986530862,1.592762789182144,1.203075986530862,1.592762789182144
1.4225996745541338,1.3083847738938217,1.4225996745541338,1.3083847738938217
1.354897495872317,1.2125604540023893,1.354897495872317,1.2125604540023893
1.2358325211176089,1.132170259408111,1.2358325211176089,1.132170259408111
1.7323182865521574,1.0638071046942015,1.7323182865521574,1.0638071046942015
1.665735818436033,1.2644473237558342,1.665735818436033,1.2644473237558342
1.4058679927667268,1.2086533632879608,1.4058679927667268,1.2086533632879608
1.925659550561798,1.1414345238095238,1.925659550561798,1.1414345238095238
1.8417752803805931,1.4266346998623494,1.8417752803805931,1.4266346998623494
1.7667604513682449,1.351942010148552,1.7667604513682449,1.351942010148552
1.904580394234254,1.2760320887048997,1.904580394234254,1.2760320887048997
1.823344368684794,1.4865523388465636,1.823344368684794,1.4865523388465636
1.7585382840339736,1.4191728161283854,1.7585382840339736,1.4191728161283854
1.2936839497582562,1.3585286822121927,1.2936839497582562,1.3585286822121927
1.0140487686021666,1.386191748630773,1.0140487686021666,1.386191748630773
0.9457726601516075,1.3103669485332499,0.9457726601516075,1.3103669485332499
1.8406313773835674,1.2409395478374836,1.8406313773835674,1.2409395478374836
1.7667604513682449,1.4500517892993243,1.7667604513682449,1.4500517892993243
